season,Season,Gamecode,Home,Player_ID,IsStarter,IsPlaying,Team,Dorsal,Player,Minutes,Points,FieldGoalsMade2,FieldGoalsAttempted2,FieldGoalsMade3,FieldGoalsAttempted3,FreeThrowsMade,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,TotalRebounds,Assistances,Steals,Turnovers,BlocksFavour,BlocksAgainst,FoulsCommited,FoulsReceived,Valuation,Plusminus
2025,2025,230,0,P007182   ,1.0,0.0,ULK,92,"BIRCH, KHEM",25:04,4,1,1,0,0,2,2,2,3,5,1,0,3,0,0,3,2,6,5.0
2025,2025,230,0,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,2,
2025,2025,230,0,Total,,,ULK,,Total,200:00,85,14,27,14,32,15,17,9,26,35,13,4,15,1,2,24,21,85,
2025,2025,237,1,P014015   ,0.0,1.0,ULK,0,"BACOT JR., ARMANDO",15:59,0,0,2,0,1,0,0,4,0,4,3,0,1,0,0,4,0,-1,-5.0
2025,2025,237,1,P003091   ,0.0,0.0,ULK,1,"BIRSEN, METECAN",14:21,2,0,0,0,0,2,2,1,1,2,0,0,2,0,0,5,1,-2,4.0
2025,2025,237,1,P009863   ,0.0,0.0,ULK,2,"BALDWIN IV, WADE",16:17,11,3,4,0,2,5,5,0,1,1,2,0,2,0,0,0,2,11,12.0
2025,2025,237,1,P002849   ,1.0,0.0,ULK,4,"MELLI, NICOLO",18:20,5,1,1,1,1,0,0,0,5,5,0,0,1,1,0,2,3,11,6.0
2025,2025,237,1,P014124   ,1.0,0.0,ULK,8,"HORTON TUCKER, TALEN",22:25,21,8,13,0,2,5,5,1,7,8,1,0,3,0,1,1,4,22,25.0
2025,2025,237,1,P002969   ,0.0,1.0,ULK,10,"MAHMUTOGLU, MELIH",07:21,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-10.0
2025,2025,237,1,P002100   ,0.0,0.0,ULK,12,"DE COLO, NANDO",13:28,11,2,5,1,1,4,4,0,1,1,1,1,0,0,0,1,4,14,13.0
2025,2025,237,1,P006961   ,1.0,1.0,ULK,13,"BIBEROVIC, TARIK",26:52,12,2,4,2,4,2,2,0,2,2,1,0,3,1,0,1,1,9,19.0
2025,2025,237,1,P007929   ,0.0,1.0,ULK,17,"BITIM, ONURALP",19:46,5,1,1,1,2,0,2,0,2,2,1,2,0,1,0,1,2,9,0.0
2025,2025,237,1,P012613   ,0.0,0.0,ULK,18,"JANTUNEN, MIKAEL",15:25,2,1,1,0,2,0,0,0,3,3,0,0,1,0,0,5,1,-2,8.0
2025,2025,237,1,P011205   ,1.0,1.0,ULK,20,"HALL, DEVON",17:08,10,1,2,2,4,2,2,0,1,1,1,2,4,0,0,4,3,6,-10.0
2025,2025,237,1,P007182   ,1.0,0.0,ULK,92,"BIRCH, KHEM",12:38,2,1,1,0,0,0,0,1,2,3,0,0,2,0,0,3,1,1,3.0
2025,2025,237,1,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,3,
2025,2025,237,1,Total,,,ULK,,Total,200:00,84,20,34,8,21,20,22,7,29,36,10,5,20,3,1,27,22,83,
2025,2025,237,0,P014027   ,0.0,0.0,BAS,1,"DIAKITE, MAMADI",12:55,7,3,3,0,1,1,3,0,1,1,0,0,2,0,0,1,3,5,-1.0
2025,2025,237,0,P014152   ,0.0,0.0,BAS,2,"SIMMONS, KOBI",22:44,13,4,4,0,3,5,6,0,0,0,2,1,2,0,0,3,5,12,-6.0
2025,2025,237,0,P010035   ,1.0,1.0,BAS,4,"VILLAR, RAFA",12:20,2,0,1,0,0,2,2,0,2,2,1,0,0,0,0,2,2,4,7.0
2025,2025,237,0,P014207   ,0.0,0.0,BAS,5,"OMORUYI, EUGENE",21:51,14,5,9,0,0,4,6,4,2,6,1,3,1,1,0,1,4,21,6.0
2025,2025,237,0,P005713   ,1.0,0.0,BAS,7,"KURUCS, RODIONS",21:50,10,1,5,2,6,2,2,0,4,4,0,1,2,0,1,3,2,3,-23.0
2025,2025,237,0,P012080   ,0.0,0.0,BAS,9,"LUWAWU-CABARROT, TIMOTHE",22:25,9,2,6,1,7,2,2,1,2,3,0,1,2,0,0,4,5,2,-4.0
2025,2025,237,0,P008173   ,0.0,1.0,BAS,10,"SPAGNOLO, MATTEO",18:18,2,1,2,0,2,0,0,1,2,3,2,1,1,0,0,3,1,2,-6.0
2025,2025,237,0,P013367   ,1.0,0.0,BAS,11,"FORREST, TRENT",22:18,5,1,6,0,1,3,3,0,1,1,3,2,1,0,1,1,4,6,-17.0
2025,2025,237,0,P014190   ,1.0,0.0,BAS,17,"RADZEVICIUS, GYTIS",17:30,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-2,-17.0
2025,2025,237,0,P008072   ,1.0,1.0,BAS,18,"DIOP, KHALIFA",16:56,6,2,3,0,0,2,2,4,1,5,1,1,1,0,1,3,1,8,1.0
2025,2025,237,0,P014026   ,0.0,1.0,BAS,25,"FRISCH, CLEMENT",09:03,3,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,5,-9.0
2025,2025,237,0,P014107   ,0.0,1.0,BAS,77,"JOKSIMOVIC, STEFAN",01:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
2025,2025,237,0,Team,0.0,0.0,BAS,,Team,,0,0,0,0,0,0,0,1,2,3,0,0,2,0,0,0,0,1,
2025,2025,237,0,Total,,,BAS,,Total,200:00,71,19,40,4,22,21,26,12,19,31,10,10,14,1,3,22,27,67,
2025,2025,242,1,P014015   ,0.0,1.0,ULK,0,"BACOT JR., ARMANDO",10:05,3,0,0,1,2,0,0,0,3,3,1,1,4,0,0,2,0,1,-3.0
2025,2025,242,1,P003091   ,0.0,1.0,ULK,1,"BIRSEN, METECAN",23:15,8,3,3,0,0,2,2,1,3,4,0,0,0,0,0,1,3,14,6.0
2025,2025,242,1,P009863   ,0.0,0.0,ULK,2,"BALDWIN IV, WADE",21:46,8,1,4,1,3,3,3,0,2,2,9,0,0,0,0,0,3,17,12.0
2025,2025,242,1,P002849   ,1.0,0.0,ULK,4,"MELLI, NICOLO",16:41,5,1,2,1,1,0,0,2,5,7,1,0,2,0,0,2,1,9,8.0
2025,2025,242,1,P014124   ,1.0,0.0,ULK,8,"HORTON TUCKER, TALEN",19:11,22,3,5,4,7,4,4,2,1,3,2,1,1,1,0,0,4,27,16.0
2025,2025,242,1,P014016   ,0.0,0.0,ULK,11,"BOSTON JR., BRANDON",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,242,1,P002100   ,0.0,0.0,ULK,12,"DE COLO, NANDO",18:58,12,2,5,2,2,2,2,1,2,3,4,0,2,0,1,2,2,13,21.0
2025,2025,242,1,P006961   ,1.0,1.0,ULK,13,"BIBEROVIC, TARIK",25:31,10,2,2,2,5,0,0,0,3,3,0,0,1,1,0,2,0,8,13.0
2025,2025,242,1,P007929   ,0.0,1.0,ULK,17,"BITIM, ONURALP",15:17,3,1,1,0,2,1,2,0,2,2,0,1,1,0,0,2,2,2,3.0
2025,2025,242,1,P012613   ,0.0,1.0,ULK,18,"JANTUNEN, MIKAEL",20:22,6,3,4,0,3,0,0,1,3,4,0,1,2,0,0,3,0,2,10.0
2025,2025,242,1,P009783   ,1.0,0.0,ULK,50,"COLSON, BONZIE",18:09,0,0,2,0,3,0,0,1,4,5,0,0,0,1,2,1,1,-1,-6.0
2025,2025,242,1,P007182   ,1.0,0.0,ULK,92,"BIRCH, KHEM",10:45,2,1,1,0,0,0,0,0,1,1,0,1,0,1,0,3,0,2,5.0
2025,2025,242,1,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,2,
2025,2025,242,1,Total,,,ULK,,Total,200:00,79,17,29,11,28,12,13,10,30,40,17,5,14,4,3,18,16,96,
2025,2025,242,0,P011201   ,0.0,1.0,IST,2,"HAZER, SEHMUS",21:17,7,2,6,1,3,0,0,0,0,0,4,1,0,0,1,2,2,5,4.0
2025,2025,242,0,P013389   ,0.0,1.0,IST,5,"LEE, SABEN",23:06,19,7,10,0,4,5,8,0,0,0,1,3,2,0,0,2,6,15,-2.0
2025,2025,242,0,P010391   ,1.0,0.0,IST,8,"WEILER-BABB, NICK",15:47,2,1,1,0,2,0,0,0,0,0,1,0,1,0,0,3,1,-2,-23.0
2025,2025,242,0,P007109   ,0.0,0.0,IST,11,"SMITS, ROLANDS",14:25,2,1,1,0,1,0,0,1,1,2,1,0,1,0,0,1,1,3,-24.0
2025,2025,242,0,P010318   ,0.0,0.0,IST,13,"DESSERT, BRICE",09:19,6,3,4,0,0,0,0,0,2,2,0,1,0,1,0,2,1,8,3.0
2025,2025,242,0,P012742   ,1.0,0.0,IST,15,"DOZIER, PJ",27:20,9,1,8,1,4,4,4,2,2,4,2,0,0,0,1,1,4,7,-18.0
2025,2025,242,0,P004887   ,1.0,0.0,IST,17,"POIRIER, VINCENT",12:59,4,2,5,0,0,0,0,3,1,4,1,0,1,0,1,2,1,3,-22.0
2025,2025,242,0,P014025   ,0.0,1.0,IST,21,"SWIDER, COLE",20:11,9,0,2,3,4,0,0,0,4,4,2,0,0,0,1,1,0,10,6.0
2025,2025,242,0,P008176   ,1.0,0.0,IST,23,"MUTAF, DAVID",11:58,2,1,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,-1,-18.0
2025,2025,242,0,P012710   ,1.0,0.0,IST,24,"OSMANI, ERCAN",06:08,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,-3,-1.0
2025,2025,242,0,P006372   ,0.0,1.0,IST,33,"YILMAZ, ERKAN",20:32,0,0,1,0,1,0,0,0,3,3,1,2,1,2,0,1,0,4,6.0
2025,2025,242,0,P014102   ,0.0,1.0,IST,88,"JONES, KAI",16:58,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,5,4.0
2025,2025,242,0,Team,0.0,0.0,IST,,Team,,0,0,0,0,0,0,0,4,3,7,0,0,2,0,0,0,0,5,
2025,2025,242,0,Total,,,IST,,Total,200:00,62,19,40,5,24,9,12,11,17,28,15,7,10,3,4,16,17,59,
2025,2025,255,1,P009862   ,1.0,1.0,BAR,0,"PUNTER, KEVIN",30:37,24,3,8,4,6,6,8,1,1,2,2,0,1,1,2,1,7,23,-4.0
2025,2025,255,1,P013269   ,0.0,0.0,BAR,3,"CALE, MYLES",15:20,5,1,1,1,2,0,0,0,1,1,0,0,0,0,0,1,1,5,-2.0
2025,2025,255,1,P014134   ,0.0,0.0,BAR,5,"NORRIS, MILES",10:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,255,1,P000925   ,1.0,1.0,BAR,6,"VESELY, JAN",26:01,10,5,7,0,0,0,0,4,3,7,0,1,0,0,0,3,3,16,-1.0
2025,2025,255,1,P009992   ,0.0,1.0,BAR,8,"BRIZUELA, DARIO",19:14,11,4,9,1,5,0,0,1,1,2,1,0,1,0,1,3,0,0,7.0
2025,2025,255,1,P002939   ,1.0,0.0,BAR,13,"SATORANSKY, TOMAS",28:21,8,4,7,0,1,0,0,2,3,5,7,1,0,0,0,2,2,17,-4.0
2025,2025,255,1,P003196   ,0.0,0.0,BAR,14,"HERNANGOMEZ, WILLY",00:30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,-3,-2.0
2025,2025,255,1,P006568   ,0.0,0.0,BAR,19,"FALL, YOUSSOUPHA",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,255,1,P006435   ,0.0,0.0,BAR,20,"LAPROVITTOLA, NICOLAS",06:04,3,0,0,1,3,0,0,0,0,0,1,0,1,0,0,2,0,-1,-5.0
2025,2025,255,1,P004888   ,1.0,1.0,BAR,21,"CLYBURN, WILL",26:55,4,0,3,1,9,1,2,1,4,5,1,1,0,0,1,4,5,-1,-6.0
2025,2025,255,1,P001133   ,1.0,0.0,BAR,23,"SHENGELIA, TORNIKE",18:49,3,1,5,0,1,1,2,0,0,0,1,1,0,0,0,2,3,0,-16.0
2025,2025,255,1,P007464   ,0.0,1.0,BAR,44,"PARRA, JOEL",18:04,10,2,2,1,3,3,4,0,2,2,1,0,1,0,0,3,3,9,13.0
2025,2025,255,1,Team,0.0,0.0,BAR,,Team,,0,0,0,0,0,0,0,6,3,9,0,0,1,0,0,0,0,8,
2025,2025,255,1,Total,,,BAR,,Total,200:00,78,20,42,9,30,11,16,15,18,33,14,4,6,1,4,23,24,73,
2025,2025,255,0,P014015   ,0.0,0.0,ULK,0,"BACOT JR., ARMANDO",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,255,0,P009863   ,0.0,1.0,ULK,2,"BALDWIN IV, WADE",26:00,16,3,5,2,2,4,6,2,3,5,7,0,1,1,0,2,4,26,2.0
2025,2025,255,0,P002849   ,1.0,1.0,ULK,4,"MELLI, NICOLO",27:49,7,1,2,1,5,2,2,0,4,4,1,1,1,1,0,2,2,8,8.0
2025,2025,255,0,P014124   ,1.0,0.0,ULK,8,"HORTON TUCKER, TALEN",14:50,8,3,4,0,2,2,2,1,2,3,1,0,3,1,0,5,4,6,-5.0
2025,2025,255,0,P014016   ,0.0,0.0,ULK,11,"BOSTON JR., BRANDON",03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2025,2025,255,0,P002100   ,0.0,0.0,ULK,12,"DE COLO, NANDO",15:47,6,0,2,1,2,3,3,0,0,0,2,0,1,0,1,1,2,4,-2.0
2025,2025,255,0,P006961   ,1.0,1.0,ULK,13,"BIBEROVIC, TARIK",28:56,19,4,5,3,6,2,3,1,2,3,0,0,1,0,0,4,2,14,2.0
2025,2025,255,0,P007929   ,0.0,1.0,ULK,17,"BITIM, ONURALP",17:33,2,1,1,0,1,0,0,1,4,5,0,0,2,1,0,2,1,4,6.0
2025,2025,255,0,P012613   ,0.0,0.0,ULK,18,"JANTUNEN, MIKAEL",13:30,7,1,1,1,1,2,2,0,2,2,1,0,0,0,0,2,1,9,-1.0
2025,2025,255,0,P011205   ,1.0,1.0,ULK,20,"HALL, DEVON",23:37,7,2,4,0,1,3,5,0,1,1,5,0,3,0,0,1,4,8,-3.0
2025,2025,255,0,P009783   ,0.0,0.0,ULK,50,"COLSON, BONZIE",11:51,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1.0
2025,2025,255,0,P007182   ,1.0,0.0,ULK,92,"BIRCH, KHEM",16:37,8,3,3,0,0,2,2,0,8,8,0,0,0,0,0,4,2,14,11.0
2025,2025,255,0,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,-1,
2025,2025,255,0,Total,,,ULK,,Total,200:00,82,19,28,8,20,20,25,6,27,33,17,1,15,4,1,24,22,93,
2025,2025,264,1,P012640   ,0.0,1.0,PRS,2,"HIFI, NADIR",24:56,23,3,8,3,8,8,9,0,3,3,4,0,2,0,1,3,7,20,6.0
2025,2025,264,1,P013373   ,1.0,0.0,PRS,4,"CAVALIERE, LEOPOLD",17:12,0,0,1,0,2,0,0,1,4,5,1,0,0,0,0,1,3,5,-4.0
2025,2025,264,1,P014008   ,1.0,0.0,PRS,5,"ROBINSON, JUSTIN",15:06,14,2,4,2,6,4,5,1,1,2,3,0,3,0,0,3,3,9,-8.0
2025,2025,264,1,P012611   ,0.0,1.0,PRS,7,"HERRERA, SEBASTIAN",06:14,3,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,-6.0
2025,2025,264,1,P014178   ,1.0,1.0,PRS,8,"RHODEN, JARED",27:14,16,3,8,2,7,4,4,1,1,2,1,1,4,0,1,3,3,5,-13.0
2025,2025,264,1,P014009   ,0.0,0.0,PRS,9,"STEVENS, LAMAR",21:30,8,4,5,0,2,0,0,1,3,4,0,0,0,0,0,4,2,7,5.0
2025,2025,264,1,P014010   ,1.0,0.0,PRS,13,"DOKOSSI, ALLAN",15:19,4,2,2,0,0,0,0,0,2,2,3,1,0,0,0,2,0,8,-6.0
2025,2025,264,1,P012403   ,0.0,0.0,PRS,15,"FAYE, MOUHAMED",12:53,6,2,2,0,0,2,3,2,1,3,1,0,0,2,0,3,2,10,1.0
2025,2025,264,1,P010431   ,0.0,1.0,PRS,20,"MORGAN, JEREMY",14:19,0,0,0,0,1,0,0,1,3,4,1,2,1,0,0,4,1,2,12.0
2025,2025,264,1,P007993   ,0.0,1.0,PRS,22,"M'BAYE, AMATH",15:36,8,2,4,1,2,1,1,0,1,1,0,0,1,0,0,1,1,5,17.0
2025,2025,264,1,P004197   ,1.0,0.0,PRS,24,"OUATTARA, YAKUBA",20:02,3,0,1,1,1,0,0,0,1,1,1,1,0,0,0,4,0,1,-11.0
2025,2025,264,1,P009664   ,0.0,0.0,PRS,35,"WILLIS, DEREK",09:39,5,1,1,1,1,0,0,2,2,4,0,0,0,0,0,2,0,7,-3.0
2025,2025,264,1,Team,0.0,0.0,PRS,,Team,,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,6,
2025,2025,264,1,Total,,,PRS,,Total,200:00,90,19,37,11,32,19,22,12,25,37,16,5,11,2,2,30,22,87,
2025,2025,264,0,P003091   ,0.0,0.0,ULK,1,"BIRSEN, METECAN",18:17,8,1,1,1,2,3,4,0,4,4,1,1,0,0,0,2,2,12,4.0
2025,2025,264,0,P009863   ,0.0,1.0,ULK,2,"BALDWIN IV, WADE",24:45,14,3,7,1,3,5,6,1,3,4,6,1,1,0,0,1,4,20,6.0
2025,2025,264,0,P002849   ,1.0,1.0,ULK,4,"MELLI, NICOLO",23:00,9,2,3,1,4,2,2,2,0,2,1,0,2,2,0,3,3,8,1.0
2025,2025,264,0,P014124   ,1.0,1.0,ULK,8,"HORTON TUCKER, TALEN",25:39,15,4,7,1,5,4,7,1,2,3,6,3,5,0,1,3,5,13,-5.0
2025,2025,264,0,P014016   ,0.0,0.0,ULK,11,"BOSTON JR., BRANDON",15:11,11,3,6,0,0,5,8,2,2,4,2,1,0,0,1,2,4,13,9.0
2025,2025,264,0,P002100   ,0.0,1.0,ULK,12,"DE COLO, NANDO",22:40,9,2,3,1,1,2,2,0,0,0,3,0,2,0,0,2,2,9,6.0
2025,2025,264,0,P006961   ,1.0,1.0,ULK,13,"BIBEROVIC, TARIK",23:56,19,2,3,3,6,6,6,0,4,4,1,1,1,0,0,0,1,21,2.0
2025,2025,264,0,P007929   ,0.0,0.0,ULK,17,"BITIM, ONURALP",15:32,3,0,2,0,0,3,4,0,1,1,0,0,0,0,0,3,3,1,-1.0
2025,2025,264,0,P012613   ,0.0,0.0,ULK,18,"JANTUNEN, MIKAEL",12:50,0,0,1,0,2,0,0,1,2,3,0,1,3,0,0,3,3,-2,-3.0
2025,2025,264,0,P009783   ,1.0,0.0,ULK,50,"COLSON, BONZIE",04:19,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,-3.0
2025,2025,264,0,P007182   ,1.0,0.0,ULK,92,"BIRCH, KHEM",13:51,4,2,3,0,0,0,0,1,2,3,0,1,0,0,0,3,1,5,-6.0
2025,2025,264,0,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,10,
2025,2025,264,0,Total,,,ULK,,Total,200:00,92,19,36,8,23,30,39,12,27,39,21,9,14,2,2,22,28,112,
2025,2025,279,1,P012608   ,0.0,1.0,PAN,0,"SHORTS, TJ",12:04,10,5,7,0,1,0,0,0,0,0,4,0,0,0,1,1,0,9,6.0
2025,2025,279,1,P011209   ,0.0,1.0,PAN,5,"KALAITZAKIS, PANAGIOTIS",02:41,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,-2.0
2025,2025,279,1,P004088   ,1.0,1.0,PAN,6,"OSMAN, CEDI",32:15,8,3,5,0,3,2,2,0,3,3,0,1,1,0,0,3,2,5,-7.0
2025,2025,279,1,P014011   ,0.0,0.0,PAN,8,"HOLMES, RICHAUN",09:02,4,2,2,0,0,0,2,1,0,1,0,0,0,0,0,0,2,5,-1.0
2025,2025,279,1,P001926   ,0.0,0.0,PAN,10,"SLOUKAS, KOSTAS",19:10,10,3,6,1,3,1,1,0,0,0,2,1,0,0,1,3,2,6,9.0
2025,2025,279,1,P011085   ,0.0,0.0,PAN,17,"ROGKAVOPOULOS, NIKOLAOS",10:07,5,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,6,-5.0
2025,2025,279,1,P011204   ,1.0,1.0,PAN,22,"GRANT, JERIAN",27:24,4,2,5,0,3,0,0,0,1,1,5,2,1,0,1,4,2,2,-7.0
2025,2025,279,1,P012774   ,1.0,0.0,PAN,25,"NUNN, KENDRICK",34:57,17,5,12,1,2,4,6,3,2,5,4,4,4,0,3,5,5,13,-3.0
2025,2025,279,1,P011284   ,1.0,0.0,PAN,35,"FARIED, KENNETH",15:17,7,2,4,0,0,3,4,0,2,2,0,0,2,0,0,2,2,4,-1.0
2025,2025,279,1,P012712   ,1.0,1.0,PAN,41,"HERNANGOMEZ, JUANCHO",37:03,18,4,5,3,4,1,1,3,9,12,0,2,0,0,0,1,2,31,1.0
2025,2025,279,1,P007866   ,0.0,0.0,PAN,44,"MITOGLOU, KONSTANTINOS",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,279,1,P005353   ,0.0,0.0,PAN,77,"YURTSEVEN, OMER",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,279,1,Team,0.0,0.0,PAN,,Team,,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,
2025,2025,279,1,Total,,,PAN,,Total,200:00,83,27,47,6,17,11,16,8,20,28,17,10,8,0,6,20,18,86,
2025,2025,279,0,P014015   ,0.0,0.0,ULK,0,"BACOT JR., ARMANDO",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,279,0,P003091   ,0.0,0.0,ULK,1,"BIRSEN, METECAN",02:35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,-2,-1.0
2025,2025,279,0,P009863   ,1.0,1.0,ULK,2,"BALDWIN IV, WADE",28:44,13,3,7,1,4,4,4,1,3,4,9,1,4,1,0,2,6,21,6.0
2025,2025,279,0,P002849   ,1.0,0.0,ULK,4,"MELLI, NICOLO",22:24,6,0,1,2,4,0,0,1,9,10,4,0,2,0,0,3,2,14,-1.0
2025,2025,279,0,P014124   ,0.0,1.0,ULK,8,"HORTON TUCKER, TALEN",21:49,6,1,3,0,5,4,4,0,1,1,0,1,2,2,0,1,2,2,-7.0
2025,2025,279,0,P014016   ,0.0,0.0,ULK,11,"BOSTON JR., BRANDON",07:44,2,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,-3.0
2025,2025,279,0,P002100   ,0.0,1.0,ULK,12,"DE COLO, NANDO",20:27,10,4,4,0,1,2,2,1,3,4,8,0,4,0,0,4,1,14,11.0
2025,2025,279,0,P006961   ,1.0,1.0,ULK,13,"BIBEROVIC, TARIK",34:09,26,4,6,6,7,0,0,1,3,4,2,0,2,0,0,1,2,28,4.0
2025,2025,279,0,P007929   ,0.0,0.0,ULK,17,"BITIM, ONURALP",21:07,5,1,1,1,3,0,0,0,1,1,0,0,1,0,0,1,1,3,-5.0
2025,2025,279,0,P012613   ,0.0,1.0,ULK,18,"JANTUNEN, MIKAEL",14:50,11,1,2,2,3,3,4,0,3,3,0,1,0,0,0,3,3,12,13.0
2025,2025,279,0,P009783   ,1.0,0.0,ULK,50,"COLSON, BONZIE",08:05,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-2.0
2025,2025,279,0,P007182   ,1.0,0.0,ULK,92,"BIRCH, KHEM",18:06,3,0,1,0,0,3,4,3,3,6,1,0,0,3,0,2,2,11,-5.0
2025,2025,279,0,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,
2025,2025,279,0,Total,,,ULK,,Total,200:00,85,15,28,13,30,16,18,9,26,35,25,3,15,6,0,19,19,107,
2025,2025,281,1,P014015   ,0.0,0.0,ULK,0,"BACOT JR., ARMANDO",02:43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,-3,-3.0
2025,2025,281,1,P003091   ,0.0,0.0,ULK,1,"BIRSEN, METECAN",12:37,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0,0,1,-9.0
2025,2025,281,1,P009863   ,1.0,1.0,ULK,2,"BALDWIN IV, WADE",28:42,17,5,12,0,5,7,8,0,1,1,3,1,4,0,0,3,5,7,-7.0
2025,2025,281,1,P006661   ,0.0,0.0,ULK,3,"WILBEKIN, SCOTTIE",03:49,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1.0
2025,2025,281,1,P014124   ,0.0,1.0,ULK,8,"HORTON TUCKER, TALEN",29:12,29,8,10,2,2,7,10,2,2,4,3,2,2,0,1,3,6,33,13.0
2025,2025,281,1,P002969   ,0.0,0.0,ULK,10,"MAHMUTOGLU, MELIH",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,281,1,P014016   ,0.0,1.0,ULK,11,"BOSTON JR., BRANDON",16:39,3,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,1,4,9.0
2025,2025,281,1,P006961   ,1.0,1.0,ULK,13,"BIBEROVIC, TARIK",28:18,13,3,6,1,6,4,4,2,2,4,1,1,0,1,0,1,3,14,-1.0
2025,2025,281,1,P007929   ,0.0,0.0,ULK,17,"BITIM, ONURALP",02:34,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1.0
2025,2025,281,1,P012613   ,1.0,0.0,ULK,18,"JANTUNEN, MIKAEL",25:54,4,1,1,0,3,2,2,1,1,2,1,2,0,1,0,4,2,5,-4.0
2025,2025,281,1,P009783   ,1.0,0.0,ULK,50,"COLSON, BONZIE",28:51,10,1,5,2,3,2,2,1,7,8,2,2,0,0,0,3,4,18,9.0
2025,2025,281,1,P007182   ,1.0,1.0,ULK,92,"BIRCH, KHEM",20:41,5,1,3,0,0,3,4,4,1,5,0,0,4,2,1,3,2,3,8.0
2025,2025,281,1,Team,0.0,0.0,ULK,,Team,,0,0,0,0,0,0,0,5,1,6,0,0,1,0,0,0,0,5,
2025,2025,281,1,Total,,,ULK,,Total,200:00,81,19,38,6,24,25,30,15,18,33,12,9,11,6,2,21,23,88,
2025,2025,281,0,P013369   ,0.0,1.0,PAR,1,"JONES, CARLIK",19:03,17,5,7,0,4,7,7,0,3,3,4,1,1,0,1,1,6,22,-3.0
2025,2025,281,0,P014007   ,0.0,0.0,PAR,2,"MILTON, SHAKE",08:44,4,1,2,0,0,2,2,0,1,1,2,0,0,0,0,2,2,6,1.0
2025,2025,281,0,P013370   ,0.0,1.0,PAR,4,"WASHINGTON, DUANE",22:46,15,5,8,1,5,2,2,1,4,5,3,1,2,0,2,1,3,15,5.0
2025,2025,281,0,P010581   ,1.0,1.0,PAR,5,"OSETKOWSKI, DYLAN",30:34,6,1,2,1,3,1,1,1,0,1,2,1,0,0,1,3,1,4,-2.0
2025,2025,281,0,P008232   ,0.0,0.0,PAR,11,"POKUSEVSKI, ALEKSEJ",DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2025,2025,281,0,P012720   ,1.0,0.0,PAR,12,"BROWN, STERLING",18:29,7,1,4,1,1,2,2,0,1,1,0,0,4,0,0,2,1,0,-7.0
